99694575a36f31a817fc31c845f9bebd,a9070019d072eb2f059f19f94baa22b3,af386cfbe91689f53fce94ff8d955e46,af70e1a2445fbaeaeb83a039d8184143,b13f6a41aaf9416c03385e81e09efb7c,b21e0ce8f03da369987c305d00bc52ff,b283d86c4f97b526c0ecd8ebffae5444,b64fc28c4e1a73548850011f1fab4a02,bc9cbae942a88a95182e68f88b459c7e,c05194b57c11c858f7a25323b5c75f74,c19886400c9fc45dbbdd33af8a51ec28,c402acbff30f9f220ed6182fcd85ca5d,d080e6f67a7867ab553d50538177a15a,d6639ca26ba12468dca4ebb69545e15c,d865d52e258fbf3933d9b7f5d1c34d41,d9bb35a1bce9812ac8dcaf9ff1c72c9c,daa8b1217ab4b3003d86af438ca919a8,df8695b310cfbc0f5d1ffa2d3bd499e2,e1722c6a6de91e115947f1e88da3bcf2,f1a47bb354e839027bf4d0e78471fa02,f7d13227436ffccaec80d9da2d60cbf8,f7eeac1cde7ff08640204b5a401139bc,f99dc688f0a15817064f9775c85651f6,faadc65386d7fc7907df1035ae003b95,fbdd18a3db17490acfd03416315fb18b
,,,,,,,,,,,,,,,,,,,,,,,,
99694575a36f31a817fc31c845f9bebd,,,,,,,,,,,,,,,,,,,,,,,,
a9070019d072eb2f059f19f94baa22b3,,,,,,,,,,,,,,,,,,,,,,,,
af386cfbe91689f53fce94ff8d955e46,,,,,,,,,,,,,,,,,,,,,,,,
af70e1a2445fbaeaeb83a039d8184143,,,,,,,,,,,,,,,,,,,,,,,,
b13f6a41aaf9416c03385e81e09efb7c,,,,,,,,,,,,,,,,,,,,,,,,
b21e0ce8f03da369987c305d00bc52ff,,,,,,,,,,,,,,,,,,,,,,,,
b283d86c4f97b526c0ecd8ebffae5444,,,,,,,,,,,,,,,,,,,,,,,,
b64fc28c4e1a73548850011f1fab4a02,,,,,,,,,,,,,,,,,,,,,,,,
bc9cbae942a88a95182e68f88b459c7e,,,,,,,,,,,,,,,,,,,,,,,,
c05194b57c11c858f7a25323b5c75f74,,,,,,,,,,,,,,,,,,,,,,,,
c19886400c9fc45dbbdd33af8a51ec28,,,,,,,,,,,,,,,,,,,,,,,,
c402acbff30f9f220ed6182fcd85ca5d,,,,,,,,,,,,,,,,,,,,,,,,
d080e6f67a7867ab553d50538177a15a,,,,,,,,,,,,,,,,,,,,,,,,
d6639ca26ba12468dca4ebb69545e15c,,,,,,,,,,,,,,,,,,,,,,,,
d865d52e258fbf3933d9b7f5d1c34d41,,,,,,,,,,,,,,,,,,,,,,,,
d9bb35a1bce9812ac8dcaf9ff1c72c9c,,,,,,,,,,,,,,,,,,,,,,,,
daa8b1217ab4b3003d86af438ca919a8,,,,,,,,,,,,,,,,,,,,,,,,
df8695b310cfbc0f5d1ffa2d3bd499e2,,,,,,,,,,,,,,,,,,,,,,,,
e1722c6a6de91e115947f1e88da3bcf2,,,,,,,,,,,,,,,,,,,,,,,,
f1a47bb354e839027bf4d0e78471fa02,,,,,,,,,,,,,,,,,,,,,,,,
f7d13227436ffccaec80d9da2d60cbf8,,,,,,,,,,,,,,,,,,,,,,,,
f7eeac1cde7ff08640204b5a401139bc,,,,,,,,,,,,,,,,,,,,,,,,
f99dc688f0a15817064f9775c85651f6,,,,,,,,,,,,,,,,,,,,,,,,
faadc65386d7fc7907df1035ae003b95,,,,,,,,,,,,,,,,,,,,,,,,
fbdd18a3db17490acfd03416315fb18b,,,,,,,,,,,,,,,,,,,,,,,,
